timestamp,can_id,dlc,payload_hex,label,attack_type,attack_id,Wheel_FL,Wheel_FR,Wheel_RL,Wheel_RR,Door_FL,Door_FR,Door_RL,Door_RR,TrunkStatus,MirrorStatus,Checksum_416,LowBeam,HighBeam,Reverse,LightOff,Brake,RightBlinker,LeftBlinker,Fog,Interior,Special1,Special2,VehicleSpeed,MovingForward,MovingReverse,BrakePressed,Brake_active,Damping_rate_full_throttle,Damping_rate_zero_throttle_clutch_engaged,Damping_rate_zero_throttle_clutch_disengaged,HandbrakeActive,Checksum,SteeringPosition,FrontWheel,BackWheel,SteeringWheelFL,SteeringWheelFR,SteeringWheelBL,SteeringWheelBR,ManualGear,AutoGear,GearSwitchTime,Ratio,DownRatio,UpRatio,GearState,GearTar
1762413809.6899076,0xba,8,052d440a0dfd5cff,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,1.0,0.0,0.45,0.68,0.1,0.13,-3.0,
1762413809.6963582,0xba,8,5903481f58fd0fb2,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,1.0,0.0,0.03,0.72,0.31,0.88,-3.0,
1762413809.701016,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413809.7042675,0x1a0,8,1f0015f120300277,benign,,,,,,,,,,,,,119.0,,,,,,,,,,,,31.0,0.0,0.0,0.21,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413809.7124617,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413809.7138789,0xba,8,14de211e110c7ee7,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,0.0,0.0,2.22,0.33,0.3,0.17,12.0,
1762413809.8362682,0xc4,8,030202020200000b,benign,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,0.03,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,
1762413809.838683,0xba,8,3cac54261a3e26eb,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,0.0,0.0,1.72,0.84,0.38,0.26,62.0,
1762413809.839072,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762413809.8422863,0xba,8,10ce6bd64d0f3d83,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,0.0,0.0,2.06,1.07,2.14,0.77,15.0,
1762413809.8473158,0xba,8,1b1331b15f1b7ba4,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,1.0,1.0,0.19,0.49,1.77,0.9500000000000001,27.0,
1762413809.8513105,0xba,8,19770e1b7fff6944,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,1.0,0.0,1.19,0.14,0.27,1.27,-1.0,
1762413809.8586872,0xba,8,7f3f4f95054d25f3,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,1.0,1.0,0.63,0.79,1.49,0.05,77.0,
1762413809.8640358,0xba,8,6c1b74c53daf0447,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,0.0,0.27,1.16,1.97,0.61,-81.0,
1762413809.870127,0xce,8,dd01dd01dd01dd01,benign,,,29.8125,29.8125,29.8125,29.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413809.8712523,0xba,8,2f9d7235327f1697,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,1.0,1.0,1.57,1.1400000000000001,0.53,0.5,127.0,
1762413809.871743,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413809.874721,0xba,8,023c30ea3e3b0cee,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,0.0,1.0,0.6,0.48,2.34,0.62,59.0,
1762413809.878843,0xba,8,0476283217717b8f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,0.0,0.0,1.18,0.4,0.5,0.23,113.0,
1762413809.8822165,0xba,8,607b14da762f7bb0,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,0.0,0.0,1.23,0.2,2.18,1.18,47.0,
1762413809.886321,0xba,8,0863571b1e5131fc,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,0.0,0.0,0.99,0.87,0.27,0.3,81.0,
1762413809.8900447,0xba,8,4bca586d3c452785,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,1.0,1.0,2.02,0.88,1.09,0.6,69.0,
1762413809.8933752,0xba,8,47bf6ac7046036cc,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,1.0,1.0,1.9100000000000001,1.06,1.99,0.04,96.0,
1762413809.8962722,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413809.8984332,0x1a0,8,1e0002f120300263,benign,,,,,,,,,,,,,99.0,,,,,,,,,,,,30.0,0.0,0.0,0.02,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413809.9007294,0xba,8,756f435a7ac25beb,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,1.0,0.0,1.11,0.67,0.9,1.22,-62.0,
1762413809.9004252,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413810.0235238,0xba,8,2fbe3a6152a4775d,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,1.0,1.0,1.9000000000000001,0.58,0.97,0.8200000000000001,-92.0,
1762413810.0232098,0xc4,8,0000000000000000,benign,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1762413810.0287223,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762413810.030287,0xba,8,0d5963c4796830e6,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,1.0,0.0,0.89,0.99,1.96,1.21,104.0,
1762413810.0364697,0xba,8,4f8d69d31cdd241b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,1.0,1.0,1.41,1.05,2.11,0.28,-35.0,
1762413810.042433,0xba,8,62822a812a1e624c,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,0.0,1.0,1.3,0.42,1.29,0.42,30.0,
1762413810.0461645,0xba,8,6a4164f514e66a29,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,0.0,1.0,0.65,1.0,2.45,0.2,-26.0,
1762413810.054062,0xba,8,7a5021186314249f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,0.0,1.0,0.8,0.33,0.24,0.99,20.0,
1762413810.066211,0xce,8,ba01ba01ba01ba01,benign,,,27.625,27.625,27.625,27.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.067511,0xba,8,13126711656e0035,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,1.0,0.18,1.03,0.17,1.01,110.0,
1762413810.076684,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.08046,0xba,8,0abc61ea504f2655,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,0.0,1.0,1.8800000000000001,0.97,2.34,0.8,79.0,
1762413810.0858588,0xba,8,579360e074ab53ff,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,1.0,1.0,1.47,0.96,2.24,1.16,-85.0,
1762413810.0892754,0xba,8,6157647908d71630,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,1.0,0.0,0.87,1.0,1.21,0.08,-41.0,
1762413810.0929174,0xba,8,552d09226f001b5f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,1.0,0.0,0.45,0.09,0.34,1.11,0.0,
1762413810.1016629,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.0970376,0xba,8,5565662e11a669d0,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,1.0,0.0,1.01,1.02,0.46,0.17,-90.0,
1762413810.1069858,0x1a0,8,1c0032f120300291,benign,,,,,,,,,,,,,145.0,,,,,,,,,,,,28.0,0.0,0.0,0.5,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413810.1088953,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413810.110654,0xba,8,15f976b94bb16472,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,0.0,2.49,1.18,1.85,0.75,-79.0,
1762413810.2404344,0xc4,8,ff000000000000ff,benign,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,,,,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1762413810.2434616,0xba,8,003264324102000b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,2.0,
1762413810.24331,0xba,8,1ec57fb920ee4ea7,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,0.0,1.0,1.97,1.27,1.85,0.32,-18.0,
1762413810.2500048,0xba,8,218a36fd78d85ed4,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,1.0,0.0,1.3800000000000001,0.54,2.5300000000000002,1.2,-40.0,
1762413810.2540874,0xba,8,4fd5180c76540c0f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,1.0,1.0,2.13,0.24,0.12,1.18,84.0,
1762413810.2649086,0xba,8,3b14715c33524d5b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,1.0,1.0,0.2,1.1300000000000001,0.92,0.51,82.0,
1762413810.272159,0xba,8,015a6be77c9a62d0,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,1.0,0.0,0.9,1.07,2.31,1.24,-102.0,
1762413810.2759483,0xce,8,8b018b018b018b01,benign,,,24.6875,24.6875,24.6875,24.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.2804685,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.2838154,0xba,8,31f4380356de477a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,1.0,0.0,2.44,0.56,0.03,0.86,-34.0,
1762413810.2878923,0xba,8,59c72b231535392d,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,1.0,0.0,1.99,0.43,0.35000000000000003,0.21,53.0,
1762413810.295515,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.2961583,0xba,8,286121d3078a0fa5,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,0.0,0.0,0.97,0.33,2.11,0.07,-118.0,
1762413810.2986736,0x1a0,8,190032f12030028e,benign,,,,,,,,,,,,,142.0,,,,,,,,,,,,25.0,0.0,0.0,0.5,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413810.3000672,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413810.301185,0xba,8,3bf068b80e4c1c09,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,1.0,1.0,2.4,1.04,1.84,0.14,76.0,
1762413810.4358685,0xc4,8,0201010101000006,benign,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,0.02,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,
1762413810.4385543,0xba,8,3c59129b71ac575f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,0.0,0.0,0.89,0.18,1.55,1.1300000000000001,-84.0,
1762413810.4389884,0xba,8,0032643241000009,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,0.0,
1762413810.443365,0xba,8,19ea43297f534204,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,1.0,0.0,2.34,0.67,0.41000000000000003,1.27,83.0,
1762413810.4623375,0xba,8,1edf65cd6b0d5672,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,0.0,1.0,2.23,1.01,2.05,1.07,13.0,
1762413810.4771142,0xce,8,2201220122012201,benign,,,18.125,18.125,18.125,18.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.4782765,0xba,8,21bb5e893e816b8b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,1.0,0.0,1.87,0.9400000000000001,1.37,0.62,-127.0,
1762413810.4813588,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.4836109,0xba,8,2811772f508b694a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,0.0,0.0,0.17,1.19,0.47000000000000003,0.8,-117.0,
1762413810.491143,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.4908657,0xba,8,4ca548e5366b64d9,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,0.0,0.0,1.6500000000000001,0.72,2.29,0.54,107.0,
1762413810.4966867,0x1a0,8,120032f120300287,benign,,,,,,,,,,,,,135.0,,,,,,,,,,,,18.0,0.0,0.0,0.5,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413810.498537,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413810.4987614,0xba,8,2f5c436262386eff,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,1.0,1.0,0.92,0.67,0.98,0.98,56.0,
1762413810.6208885,0xc4,8,fdfefefefe0000f5,benign,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,,,,,-0.03,-2.0,-2.0,-2.0,-2.0,0.0,0.0,,,,,,,,
1762413810.6259618,0xba,8,5f384aef2e31389c,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,1.0,1.0,0.56,0.74,2.39,0.46,49.0,
1762413810.626455,0xba,8,003264324101000a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,1.0,
1762413810.6308255,0xba,8,6da02bbb12a84c4d,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,1.0,0.0,1.6,0.43,1.87,0.18,-88.0,
1762413810.6469102,0xba,8,20bc317f7d367423,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,0.0,0.0,1.8800000000000001,0.49,1.27,1.25,54.0,
1762413810.662146,0xce,8,d600d600d600d600,benign,,,13.375,13.375,13.375,13.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.6598628,0xba,8,1bf404d763c66fbb,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,1.0,1.0,2.44,0.04,2.15,0.99,-58.0,
1762413810.663868,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.666381,0xba,8,17501d6148222bbf,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,1.0,1.0,0.8,0.29,0.97,0.72,34.0,
1762413810.6723256,0xba,8,78f16a8d1ecc651f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,0.0,0.0,2.41,1.06,1.41,0.3,-52.0,
1762413810.6747632,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.677075,0x1a0,8,0d0032f120300282,benign,,,,,,,,,,,,,130.0,,,,,,,,,,,,13.0,0.0,0.0,0.5,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413810.6790483,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413810.6791816,0xba,8,579d56b938d21485,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,1.0,1.0,1.57,0.86,1.85,0.56,-46.0,
1762413810.7843628,0xc4,8,030202020200000b,benign,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,0.03,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,
1762413810.787033,0xba,8,36ea73a6078f2f02,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,0.0,1.0,2.34,1.1500000000000001,1.6600000000000001,0.07,-113.0,
1762413810.78899,0xba,8,003264324101000a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,1.0,
1762413810.7937276,0x6d4,8,4fab6e914e17457f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.799399,0x32f,8,41083ac33ac5520f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8043826,0x3a6,8,0072210e37d4739c,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8098018,0x7bb,8,0121300343350277,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.818642,0x69d,8,3bcc3c8f77c65f2e,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8268836,0xce,8,a600a600a600a600,benign,,,10.375,10.375,10.375,10.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.827207,0x508,8,213c09e03e9a3ce5,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.833545,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8374612,0x3f5,8,5faa599f7aff715e,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.841247,0x23c,8,2fae339e18ca3c7a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8456783,0x742,8,76fe3ec01dc1723b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.848937,0x784,8,44a507d739b03f46,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8523474,0x599,8,2d19516d342c6c97,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8555348,0x7a9,8,2cef2fb656243f96,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.859028,0x44d,8,017f312715a0351b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.861318,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8644354,0x1a0,8,0a0032f12030027f,benign,,,,,,,,,,,,,127.0,,,,,,,,,,,,10.0,0.0,0.0,0.5,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413810.8653123,0x611,8,1fe9139005b6794c,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.8658977,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413810.9826145,0xc4,8,fdfefefefe0000f5,benign,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,,,,,-0.03,-2.0,-2.0,-2.0,-2.0,0.0,0.0,,,,,,,,
1762413810.9828708,0x5a6,8,1ec7771644ce0f6c,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.984974,0xba,8,003264324101000a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,1.0,
1762413810.987981,0x7d7,8,0a102d5268725f7f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413810.9929645,0xd8,8,651720ff54413227,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0064142,0x3b0,8,426b6a0b29531168,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.026685,0x235,8,74c61dec4e2a6487,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0357249,0x7b0,8,5ed248a75e5943a9,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.036745,0xce,8,7600760076007600,benign,,,7.375,7.375,7.375,7.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0406833,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.042254,0x499,8,57f47e8607ae5711,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0474708,0x5d0,8,1dd211d453556ddc,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0540266,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0574698,0x1a0,8,070032f12030027c,benign,,,,,,,,,,,,,124.0,,,,,,,,,,,,7.0,0.0,0.0,0.5,1.0,0.15,2.0,0.35000000000000003,,,,,,,,,,,,,,,,,
1762413811.0581813,0x436,8,31db324d52a67221,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.0602996,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1762413811.2303293,0xc4,8,030202020200000b,benign,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,0.03,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,
1762413811.2321897,0x42f,8,1ce37b842ca5093b,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.2358508,0xba,8,003264324101000a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.65,1.0,
1762413811.2456863,0x281,8,292e37055d943018,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.280614,0x765,8,3a704df25f7f1e7f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.2940586,0x79c,8,206465bf0cc776a4,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.3000882,0xce,8,0000000000000000,benign,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.3108633,0x24b,8,0008000000000000,benign,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.3138084,0x1e9,8,7a4575042707412d,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.31779,0xc8,8,049d0a2a37e6032f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.320943,0x233,8,5ceb59740fc8529a,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762413811.3272293,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
